序号	汉字	次数	频率	累计频率
5693	醚	72	0.000%	99.997%
5694	阈	72	0.000%	99.997%
5695	柽	71	0.000%	99.997%
5696	栌	71	0.000%	99.997%
5697	肄	71	0.000%	99.997%
5698	脘	71	0.000%	99.997%
5699	酎	71	0.000%	99.997%
5700	鲳	71	0.000%	99.997%
5701	柒	70	0.000%	99.997%
5702	浠	70	0.000%	99.997%
5703	蛳	70	0.000%	99.997%
5704	壅	69	0.000%	99.997%
5705	枇	69	0.000%	99.997%
5706	楱	69	0.000%	99.997%
5707	焐	69	0.000%	99.997%
5708	秭	69	0.000%	99.997%
5709	笥	69	0.000%	99.997%
5710	茈	69	0.000%	99.997%
5711	蒌	69	0.000%	99.997%
5712	讴	69	0.000%	99.997%
5713	谵	69	0.000%	99.997%
5714	跏	69	0.000%	99.997%
5715	镆	69	0.000%	99.998%
5716	鬈	69	0.000%	99.998%
5717	怙	68	0.000%	99.998%
5718	枵	68	0.000%	99.998%
5719	痱	68	0.000%	99.998%
5720	膈	68	0.000%	99.998%
5721	卮	67	0.000%	99.998%
5722	圊	67	0.000%	99.998%
5723	圮	67	0.000%	99.998%
5724	堀	67	0.000%	99.998%
5725	忄	67	0.000%	99.998%
5726	氚	67	0.000%	99.998%
5727	皴	67	0.000%	99.998%
5728	绐	67	0.000%	99.998%
5729	蟮	67	0.000%	99.998%
5730	邡	67	0.000%	99.998%
5731	亻	66	0.000%	99.998%
5732	庑	66	0.000%	99.998%
5733	廨	66	0.000%	99.998%
5734	钭	66	0.000%	99.998%
5735	挹	65	0.000%	99.998%
5736	觳	65	0.000%	99.998%
5737	闶	65	0.000%	99.998%
5738	檗	64	0.000%	99.998%
5739	漯	64	0.000%	99.998%
5740	瓿	64	0.000%	99.998%
5741	眚	64	0.000%	99.998%
5742	芴	64	0.000%	99.998%
5743	诂	64	0.000%	99.998%
5744	郴	64	0.000%	99.998%
5745	鳓	64	0.000%	99.998%
5746	俣	63	0.000%	99.998%
5747	徼	63	0.000%	99.998%
5748	桡	63	0.000%	99.998%
5749	楗	63	0.000%	99.998%
5750	莨	63	0.000%	99.998%
5751	酰	63	0.000%	99.998%
5752	雠	63	0.000%	99.998%
5753	喾	62	0.000%	99.998%
5754	揿	62	0.000%	99.998%
5755	笊	62	0.000%	99.998%
5756	苎	62	0.000%	99.998%
5757	黥	62	0.000%	99.998%
5758	僳	61	0.000%	99.998%
5759	芏	61	0.000%	99.998%
5760	菖	61	0.000%	99.998%
5761	蓊	61	0.000%	99.998%
5762	袢	61	0.000%	99.998%
5763	馑	61	0.000%	99.998%
5764	卺	60	0.000%	99.998%
5765	垆	60	0.000%	99.998%
5766	旆	60	0.000%	99.998%
5767	曛	60	0.000%	99.998%
5768	汊	60	0.000%	99.998%
5769	硒	60	0.000%	99.998%
5770	穰	60	0.000%	99.998%
5771	粳	60	0.000%	99.998%
5772	酾	60	0.000%	99.998%
5773	鲷	60	0.000%	99.998%
5774	鹣	60	0.000%	99.998%
5775	塬	59	0.000%	99.998%
5776	曩	59	0.000%	99.998%
5777	荪	59	0.000%	99.998%
5778	莴	59	0.000%	99.998%
5779	蕞	59	0.000%	99.998%
5780	蘖	59	0.000%	99.998%
5781	怃	58	0.000%	99.998%
5782	欤	58	0.000%	99.998%
5783	玢	58	0.000%	99.998%
5784	蕖	58	0.000%	99.998%
5785	镒	58	0.000%	99.998%
5786	厝	57	0.000%	99.998%
5787	坶	57	0.000%	99.998%
5788	屣	57	0.000%	99.998%
5789	揎	57	0.000%	99.998%
5790	榧	57	0.000%	99.998%
5791	芑	57	0.000%	99.998%
5792	蓥	57	0.000%	99.998%
5793	钣	57	0.000%	99.998%
5794	鬲	57	0.000%	99.998%
5795	鳔	57	0.000%	99.998%
5796	鼗	57	0.000%	99.998%
5797	仂	56	0.000%	99.998%
5798	婺	56	0.000%	99.998%
5799	嫠	56	0.000%	99.998%
5800	愦	56	0.000%	99.998%
5801	癍	56	0.000%	99.998%
5802	癔	56	0.000%	99.998%
5803	碓	56	0.000%	99.998%
5804	箧	56	0.000%	99.998%
5805	缶	56	0.000%	99.998%
5806	蘧	56	0.000%	99.998%
5807	妗	55	0.000%	99.998%
5808	幞	55	0.000%	99.998%
5809	沤	55	0.000%	99.998%
5810	痦	55	0.000%	99.998%
5811	蛑	55	0.000%	99.998%
5812	詈	55	0.000%	99.998%
5813	钚	55	0.000%	99.998%
5814	铴	55	0.000%	99.998%
5815	锆	55	0.000%	99.998%
5816	丌	54	0.000%	99.998%
5817	岘	54	0.000%	99.998%
5818	枧	54	0.000%	99.998%
5819	柰	54	0.000%	99.998%
5820	浜	54	0.000%	99.998%
5821	蓼	54	0.000%	99.998%
5822	蛞	54	0.000%	99.998%
5823	鄣	54	0.000%	99.998%
5824	偾	53	0.000%	99.998%
5825	藿	53	0.000%	99.998%
5826	酢	53	0.000%	99.998%
5827	铟	53	0.000%	99.998%
5828	锛	53	0.000%	99.998%
5829	阊	53	0.000%	99.998%
5830	骖	53	0.000%	99.998%
5831	鲆	53	0.000%	99.998%
5832	檩	52	0.000%	99.998%
5833	燔	52	0.000%	99.998%
5834	猓	52	0.000%	99.998%
5835	蘼	52	0.000%	99.998%
5836	趵	52	0.000%	99.998%
5837	酲	52	0.000%	99.998%
5838	鹩	52	0.000%	99.998%
5839	乇	51	0.000%	99.998%
5840	囗	51	0.000%	99.998%
5841	屙	51	0.000%	99.998%
5842	揸	51	0.000%	99.998%
5843	碛	51	0.000%	99.998%
5844	笸	51	0.000%	99.998%
5845	赓	51	0.000%	99.998%
5846	鄄	51	0.000%	99.998%
5847	铱	51	0.000%	99.998%
5848	黻	51	0.000%	99.998%
5849	伲	50	0.000%	99.998%
5850	缂	50	0.000%	99.998%
5851	蜣	50	0.000%	99.998%
5852	蜩	50	0.000%	99.998%
5853	谝	50	0.000%	99.998%
5854	铍	50	0.000%	99.998%
5855	韫	50	0.000%	99.998%
5856	伛	49	0.000%	99.998%
5857	傧	49	0.000%	99.998%
5858	揠	49	0.000%	99.998%
5859	昝	49	0.000%	99.998%
5860	溽	49	0.000%	99.998%
5861	胙	49	0.000%	99.998%
5862	萏	49	0.000%	99.998%
5863	隹	49	0.000%	99.998%
5864	麈	49	0.000%	99.998%
5865	妯	48	0.000%	99.998%
5866	孓	48	0.000%	99.998%
5867	溱	48	0.000%	99.998%
5868	碚	48	0.000%	99.998%
5869	蕺	48	0.000%	99.998%
5870	锊	48	0.000%	99.998%
5871	镧	48	0.000%	99.998%
5872	髀	48	0.000%	99.998%
5873	坫	47	0.000%	99.998%
5874	崃	47	0.000%	99.998%
5875	戢	47	0.000%	99.998%
5876	瑷	47	0.000%	99.998%
5877	糌	47	0.000%	99.998%
5878	缬	47	0.000%	99.998%
5879	邶	47	0.000%	99.998%
5880	坼	46	0.000%	99.998%
5881	梃	46	0.000%	99.998%
5882	瞢	46	0.000%	99.998%
5883	缧	46	0.000%	99.998%
5884	菽	46	0.000%	99.998%
5885	豉	46	0.000%	99.998%
5886	仳	45	0.000%	99.998%
5887	堙	45	0.000%	99.998%
5888	忭	45	0.000%	99.998%
5889	恂	45	0.000%	99.998%
5890	砷	45	0.000%	99.998%
5891	筌	45	0.000%	99.998%
5892	箪	45	0.000%	99.998%
5893	艿	45	0.000%	99.998%
5894	郅	45	0.000%	99.998%
5895	鲢	45	0.000%	99.998%
5896	鳎	45	0.000%	99.999%
5897	厍	44	0.000%	99.999%
5898	哕	44	0.000%	99.999%
5899	廑	44	0.000%	99.999%
5900	敫	44	0.000%	99.999%
5901	栊	44	0.000%	99.999%
5902	癜	44	0.000%	99.999%
5903	碹	44	0.000%	99.999%
5904	磙	44	0.000%	99.999%
5905	笾	44	0.000%	99.999%
5906	篪	44	0.000%	99.999%
5907	缌	44	0.000%	99.999%
5908	苣	44	0.000%	99.999%
5909	荨	44	0.000%	99.999%
5910	诹	44	0.000%	99.999%
5911	诼	44	0.000%	99.999%
5912	钒	44	0.000%	99.999%
5913	嗍	43	0.000%	99.999%
5914	槠	43	0.000%	99.999%
5915	欷	43	0.000%	99.999%
5916	淦	43	0.000%	99.999%
5917	甏	43	0.000%	99.999%
5918	胝	43	0.000%	99.999%
5919	荞	43	0.000%	99.999%
5920	蓍	43	0.000%	99.999%
5921	蛱	43	0.000%	99.999%
5922	裉	43	0.000%	99.999%
5923	辏	43	0.000%	99.999%
5924	颞	43	0.000%	99.999%
5925	麸	43	0.000%	99.999%
5926	娌	42	0.000%	99.999%
5927	椹	42	0.000%	99.999%
5928	缫	42	0.000%	99.999%
5929	翮	42	0.000%	99.999%
5930	诒	42	0.000%	99.999%
5931	郾	42	0.000%	99.999%
5932	铯	42	0.000%	99.999%
5933	锂	42	0.000%	99.999%
5934	鞫	42	0.000%	99.999%
5935	卣	41	0.000%	99.999%
5936	圬	41	0.000%	99.999%
5937	尥	41	0.000%	99.999%
5938	槲	41	0.000%	99.999%
5939	氘	41	0.000%	99.999%
5940	瘘	41	0.000%	99.999%
5941	耩	41	0.000%	99.999%
5942	轫	41	0.000%	99.999%
5943	迨	41	0.000%	99.999%
5944	馓	41	0.000%	99.999%
5945	啉	40	0.000%	99.999%
5946	圪	40	0.000%	99.999%
5947	廴	40	0.000%	99.999%
5948	泺	40	0.000%	99.999%
5949	熳	40	0.000%	99.999%
5950	璩	40	0.000%	99.999%
5951	胗	40	0.000%	99.999%
5952	苁	40	0.000%	99.999%
5953	薹	40	0.000%	99.999%
5954	锘	40	0.000%	99.999%
5955	阌	40	0.000%	99.999%
5956	鳊	40	0.000%	99.999%
5957	唑	39	0.000%	99.999%
5958	溻	39	0.000%	99.999%
5959	瘰	39	0.000%	99.999%
5960	砗	39	0.000%	99.999%
5961	砩	39	0.000%	99.999%
5962	羝	39	0.000%	99.999%
5963	茺	39	0.000%	99.999%
5964	蓠	39	0.000%	99.999%
5965	俳	38	0.000%	99.999%
5966	刳	38	0.000%	99.999%
5967	唣	38	0.000%	99.999%
5968	悝	38	0.000%	99.999%
5969	慊	38	0.000%	99.999%
5970	瘳	38	0.000%	99.999%
5971	茼	38	0.000%	99.999%
5972	麇	38	0.000%	99.999%
5973	黾	38	0.000%	99.999%
5974	嗾	37	0.000%	99.999%
5975	嵛	37	0.000%	99.999%
5976	杩	37	0.000%	99.999%
5977	狨	37	0.000%	99.999%
5978	狺	37	0.000%	99.999%
5979	痧	37	0.000%	99.999%
5980	砜	37	0.000%	99.999%
5981	缍	37	0.000%	99.999%
5982	芡	37	0.000%	99.999%
5983	蓣	37	0.000%	99.999%
5984	顸	37	0.000%	99.999%
5985	槭	36	0.000%	99.999%
5986	溲	36	0.000%	99.999%
5987	畹	36	0.000%	99.999%
5988	痤	36	0.000%	99.999%
5989	眄	36	0.000%	99.999%
5990	糍	36	0.000%	99.999%
5991	葚	36	0.000%	99.999%
5992	郐	36	0.000%	99.999%
5993	酹	36	0.000%	99.999%
5994	镢	36	0.000%	99.999%
5995	隳	36	0.000%	99.999%
5996	鹋	36	0.000%	99.999%
5997	唛	35	0.000%	99.999%
5998	嬖	35	0.000%	99.999%
5999	怍	35	0.000%	99.999%
6000	朊	35	0.000%	99.999%
6001	涫	35	0.000%	99.999%
6002	绲	35	0.000%	99.999%
6003	胼	35	0.000%	99.999%
6004	腧	35	0.000%	99.999%
6005	葑	35	0.000%	99.999%
6006	蠓	35	0.000%	99.999%
6007	踬	35	0.000%	99.999%
6008	鞲	35	0.000%	99.999%
6009	饫	35	0.000%	99.999%
6010	刈	34	0.000%	99.999%
6011	垲	34	0.000%	99.999%
6012	嵴	34	0.000%	99.999%
6013	帻	34	0.000%	99.999%
6014	旰	34	0.000%	99.999%
6015	畚	34	0.000%	99.999%
6016	荭	34	0.000%	99.999%
6017	萸	34	0.000%	99.999%
6018	蘩	34	0.000%	99.999%
6019	颃	34	0.000%	99.999%
6020	颟	34	0.000%	99.999%
6021	鸲	34	0.000%	99.999%
6022	龠	34	0.000%	99.999%
6023	呒	33	0.000%	99.999%
6024	嗌	33	0.000%	99.999%
6025	疸	33	0.000%	99.999%
6026	硖	33	0.000%	99.999%
6027	绁	33	0.000%	99.999%
6028	耧	33	0.000%	99.999%
6029	蚴	33	0.000%	99.999%
6030	蛸	33	0.000%	99.999%
6031	裰	33	0.000%	99.999%
6032	謦	33	0.000%	99.999%
6033	跣	33	0.000%	99.999%
6034	踺	33	0.000%	99.999%
6035	逯	33	0.000%	99.999%
6036	陔	33	0.000%	99.999%
6037	凇	32	0.000%	99.999%
6038	堋	32	0.000%	99.999%
6039	屦	32	0.000%	99.999%
6040	峁	32	0.000%	99.999%
6041	廛	32	0.000%	99.999%
6042	栝	32	0.000%	99.999%
6043	磴	32	0.000%	99.999%
6044	篌	32	0.000%	99.999%
6045	芘	32	0.000%	99.999%
6046	葸	32	0.000%	99.999%
6047	薏	32	0.000%	99.999%
6048	踔	32	0.000%	99.999%
6049	鄞	32	0.000%	99.999%
6050	醢	32	0.000%	99.999%
6051	铒	32	0.000%	99.999%
6052	镲	32	0.000%	99.999%
6053	鲮	32	0.000%	99.999%
6054	仉	31	0.000%	99.999%
6055	侉	31	0.000%	99.999%
6056	桄	31	0.000%	99.999%
6057	泮	31	0.000%	99.999%
6058	燠	31	0.000%	99.999%
6059	犭	31	0.000%	99.999%
6060	皤	31	0.000%	99.999%
6061	粝	31	0.000%	99.999%
6062	蹀	31	0.000%	99.999%
6063	颡	31	0.000%	99.999%
6064	鲞	31	0.000%	99.999%
6065	唪	30	0.000%	99.999%
6066	嗪	30	0.000%	99.999%
6067	掭	30	0.000%	99.999%
6068	畈	30	0.000%	99.999%
6069	簦	30	0.000%	99.999%
6070	绨	30	0.000%	99.999%
6071	胍	30	0.000%	99.999%
6072	胲	30	0.000%	99.999%
6073	舻	30	0.000%	99.999%
6074	铘	30	0.000%	99.999%
6075	锩	30	0.000%	99.999%
6076	鲋	30	0.000%	99.999%
6077	崮	29	0.000%	99.999%
6078	庋	29	0.000%	99.999%
6079	毳	29	0.000%	99.999%
6080	箅	29	0.000%	99.999%
6081	缣	29	0.000%	99.999%
6082	菹	29	0.000%	99.999%
6083	虿	29	0.000%	99.999%
6084	谇	29	0.000%	99.999%
6085	贶	29	0.000%	99.999%
6086	陧	29	0.000%	99.999%
6087	隰	29	0.000%	99.999%
6088	僬	28	0.000%	99.999%
6089	匦	28	0.000%	99.999%
6090	垧	28	0.000%	99.999%
6091	疔	28	0.000%	99.999%
6092	肭	28	0.000%	99.999%
6093	蝤	28	0.000%	99.999%
6094	谖	28	0.000%	99.999%
6095	趑	28	0.000%	99.999%
6096	轭	28	0.000%	99.999%
6097	酐	28	0.000%	99.999%
6098	醅	28	0.000%	99.999%
6099	醑	28	0.000%	99.999%
6100	醛	28	0.000%	99.999%
6101	锬	28	0.000%	99.999%
6102	劂	27	0.000%	99.999%
6103	垅	27	0.000%	99.999%
6104	悛	27	0.000%	99.999%
6105	戥	27	0.000%	99.999%
6106	拶	27	0.000%	99.999%
6107	硷	27	0.000%	99.999%
6108	笕	27	0.000%	99.999%
6109	簟	27	0.000%	99.999%
6110	莼	27	0.000%	99.999%
6111	蒴	27	0.000%	99.999%
6112	藁	27	0.000%	99.999%
6113	诖	27	0.000%	99.999%
6114	谠	27	0.000%	99.999%
6115	谳	27	0.000%	99.999%
6116	邾	27	0.000%	99.999%
6117	陴	27	0.000%	99.999%
6118	鬏	27	0.000%	99.999%
6119	龀	27	0.000%	99.999%
6120	剞	26	0.000%	99.999%
6121	劬	26	0.000%	99.999%
6122	勖	26	0.000%	99.999%
6123	埸	26	0.000%	99.999%
6124	嬲	26	0.000%	99.999%
6125	嵝	26	0.000%	99.999%
6126	搿	26	0.000%	99.999%
6127	柝	26	0.000%	99.999%
6128	桴	26	0.000%	99.999%
6129	洧	26	0.000%	99.999%
6130	浯	26	0.000%	99.999%
6131	疝	26	0.000%	99.999%
6132	笱	26	0.000%	99.999%
6133	肽	26	0.000%	99.999%
6134	舯	26	0.000%	99.999%
6135	艋	26	0.000%	99.999%
6136	芤	26	0.000%	99.999%
6137	葙	26	0.000%	99.999%
6138	鲔	26	0.000%	99.999%
6139	鸸	26	0.000%	99.999%
6140	佾	25	0.000%	99.999%
6141	墁	25	0.000%	99.999%
6142	嫘	25	0.000%	99.999%
6143	榇	25	0.000%	99.999%
6144	煳	25	0.000%	99.999%
6145	硪	25	0.000%	99.999%
6146	礞	25	0.000%	99.999%
6147	菰	25	0.000%	99.999%
6148	蚵	25	0.000%	99.999%
6149	趱	25	0.000%	99.999%
6150	躜	25	0.000%	99.999%
6151	钼	25	0.000%	99.999%
6152	鲱	25	0.000%	99.999%
6153	匚	24	0.000%	99.999%
6154	呋	24	0.000%	99.999%
6155	媵	24	0.000%	99.999%
6156	崦	24	0.000%	99.999%
6157	楝	24	0.000%	99.999%
6158	潲	24	0.000%	99.999%
6159	獯	24	0.000%	99.999%
6160	瘵	24	0.000%	99.999%
6161	绀	24	0.000%	99.999%
6162	绋	24	0.000%	99.999%
6163	莩	24	0.000%	99.999%
6164	觫	24	0.000%	99.999%
6165	辋	24	0.000%	99.999%
6166	镡	24	0.000%	99.999%
6167	髂	24	0.000%	99.999%
6168	鬯	24	0.000%	99.999%
6169	鹨	24	0.000%	99.999%
6170	亓	23	0.000%	99.999%
6171	劓	23	0.000%	99.999%
6172	埕	23	0.000%	99.999%
6173	曷	23	0.000%	99.999%
6174	洚	23	0.000%	99.999%
6175	碲	23	0.000%	99.999%
6176	磲	23	0.000%	99.999%
6177	粜	23	0.000%	99.999%
6178	绱	23	0.000%	99.999%
6179	芄	23	0.000%	99.999%
6180	酚	23	0.000%	99.999%
6181	铪	23	0.000%	99.999%
6182	髌	23	0.000%	99.999%
6183	鲥	23	0.000%	99.999%
6184	俜	22	0.000%	99.999%
6185	刿	22	0.000%	99.999%
6186	吣	22	0.000%	99.999%
6187	垤	22	0.000%	99.999%
6188	枘	22	0.000%	99.999%
6189	氽	22	0.000%	99.999%
6190	溷	22	0.000%	99.999%
6191	甍	22	0.000%	99.999%
6192	笪	22	0.000%	99.999%
6193	胬	22	0.000%	99.999%
6194	舨	22	0.000%	99.999%
6195	芟	22	0.000%	99.999%
6196	蒽	22	0.000%	99.999%
6197	銎	22	0.000%	99.999%
6198	铵	22	0.000%	99.999%
6199	锶	22	0.000%	99.999%
6200	骱	22	0.000%	99.999%
6201	鹆	22	0.000%	99.999%
6202	岣	21	0.000%	99.999%
6203	岵	21	0.000%	99.999%
6204	怿	21	0.000%	99.999%
6205	慝	21	0.000%	99.999%
6206	挢	21	0.000%	99.999%
6207	掎	21	0.000%	99.999%
6208	毹	21	0.000%	99.999%
6209	汆	21	0.000%	99.999%
6210	沲	21	0.000%	99.999%
6211	湔	21	0.000%	99.999%
6212	甙	21	0.000%	99.999%
6213	罟	21	0.000%	99.999%
6214	羼	21	0.000%	99.999%
6215	菝	21	0.000%	100.000%
6216	讵	21	0.000%	100.000%
6217	诎	21	0.000%	100.000%
6218	谮	21	0.000%	100.000%
6219	赉	21	0.000%	100.000%
6220	郄	21	0.000%	100.000%
6221	鐾	21	0.000%	100.000%
6222	鲎	21	0.000%	100.000%
6223	啶	20	0.000%	100.000%
6224	塍	20	0.000%	100.000%
6225	屺	20	0.000%	100.000%
6226	庥	20	0.000%	100.000%
6227	掊	20	0.000%	100.000%
6228	撙	20	0.000%	100.000%
6229	柃	20	0.000%	100.000%
6230	檎	20	0.000%	100.000%
6231	毵	20	0.000%	100.000%
6232	渖	20	0.000%	100.000%
6233	砘	20	0.000%	100.000%
6234	窭	20	0.000%	100.000%
6235	肟	20	0.000%	100.000%
6236	蔸	20	0.000%	100.000%
6237	蚶	20	0.000%	100.000%
6238	蛏	20	0.000%	100.000%
6239	躞	20	0.000%	100.000%
6240	酯	20	0.000%	100.000%
6241	锾	20	0.000%	100.000%
6242	饩	20	0.000%	100.000%
6243	劢	19	0.000%	100.000%
6244	嘧	19	0.000%	100.000%
6245	嵫	19	0.000%	100.000%
6246	擐	19	0.000%	100.000%
6247	湓	19	0.000%	100.000%
6248	蝻	19	0.000%	100.000%
6249	蠖	19	0.000%	100.000%
6250	觖	19	0.000%	100.000%
6251	跬	19	0.000%	100.000%
6252	阝	19	0.000%	100.000%
6253	鳜	19	0.000%	100.000%
6254	仡	18	0.000%	100.000%
6255	垌	18	0.000%	100.000%
6256	氆	18	0.000%	100.000%
6257	氇	18	0.000%	100.000%
6258	汔	18	0.000%	100.000%
6259	篼	18	0.000%	100.000%
6260	缑	18	0.000%	100.000%
6261	舾	18	0.000%	100.000%
6262	莸	18	0.000%	100.000%
6263	蛲	18	0.000%	100.000%
6264	蠛	18	0.000%	100.000%
6265	蠲	18	0.000%	100.000%
6266	褊	18	0.000%	100.000%
6267	醣	18	0.000%	100.000%
6268	骀	18	0.000%	100.000%
6269	倮	17	0.000%	100.000%
6270	僦	17	0.000%	100.000%
6271	凵	17	0.000%	100.000%
6272	崾	17	0.000%	100.000%
6273	渫	17	0.000%	100.000%
6274	瘗	17	0.000%	100.000%
6275	箦	17	0.000%	100.000%
6276	肼	17	0.000%	100.000%
6277	腽	17	0.000%	100.000%
6278	臁	17	0.000%	100.000%
6279	舳	17	0.000%	100.000%
6280	芈	17	0.000%	100.000%
6281	荽	17	0.000%	100.000%
6282	蒉	17	0.000%	100.000%
6283	蛴	17	0.000%	100.000%
6284	袼	17	0.000%	100.000%
6285	跫	17	0.000%	100.000%
6286	遘	17	0.000%	100.000%
6287	儇	16	0.000%	100.000%
6288	埽	16	0.000%	100.000%
6289	庀	16	0.000%	100.000%
6290	戆	16	0.000%	100.000%
6291	扃	16	0.000%	100.000%
6292	搛	16	0.000%	100.000%
6293	杪	16	0.000%	100.000%
6294	浼	16	0.000%	100.000%
6295	滏	16	0.000%	100.000%
6296	瓞	16	0.000%	100.000%
6297	疃	16	0.000%	100.000%
6298	砟	16	0.000%	100.000%
6299	硗	16	0.000%	100.000%
6300	禊	16	0.000%	100.000%
6301	篥	16	0.000%	100.000%
6302	簋	16	0.000%	100.000%
6303	綮	16	0.000%	100.000%
6304	苤	16	0.000%	100.000%
6305	踣	16	0.000%	100.000%
6306	躐	16	0.000%	100.000%
6307	酴	16	0.000%	100.000%
6308	钽	16	0.000%	100.000%
6309	锸	16	0.000%	100.000%
6310	锼	16	0.000%	100.000%
6311	阃	16	0.000%	100.000%
6312	鞔	16	0.000%	100.000%
6313	鲭	16	0.000%	100.000%
6314	鹪	16	0.000%	100.000%
6315	黪	16	0.000%	100.000%
6316	黼	16	0.000%	100.000%
6317	榀	15	0.000%	100.000%
6318	榘	15	0.000%	100.000%
6319	氵	15	0.000%	100.000%
6320	浍	15	0.000%	100.000%
6321	炱	15	0.000%	100.000%
6322	煺	15	0.000%	100.000%
6323	犋	15	0.000%	100.000%
6324	砻	15	0.000%	100.000%
6325	秕	15	0.000%	100.000%
6326	籼	15	0.000%	100.000%
6327	耜	15	0.000%	100.000%
6328	肀	15	0.000%	100.000%
6329	肫	15	0.000%	100.000%
6330	肷	15	0.000%	100.000%
6331	胂	15	0.000%	100.000%
6332	莛	15	0.000%	100.000%
6333	裥	15	0.000%	100.000%
6334	逭	15	0.000%	100.000%
6335	钋	15	0.000%	100.000%
6336	钌	15	0.000%	100.000%
6337	钸	15	0.000%	100.000%
6338	髑	15	0.000%	100.000%
6339	鳆	15	0.000%	100.000%
6340	鼯	15	0.000%	100.000%
6341	佴	14	0.000%	100.000%
6342	吲	14	0.000%	100.000%
6343	帱	14	0.000%	100.000%
6344	搌	14	0.000%	100.000%
6345	擗	14	0.000%	100.000%
6346	桷	14	0.000%	100.000%
6347	氡	14	0.000%	100.000%
6348	氩	14	0.000%	100.000%
6349	溴	14	0.000%	100.000%
6350	畋	14	0.000%	100.000%
6351	硐	14	0.000%	100.000%
6352	糇	14	0.000%	100.000%
6353	腠	14	0.000%	100.000%
6354	葶	14	0.000%	100.000%
6355	袷	14	0.000%	100.000%
6356	陬	14	0.000%	100.000%
6357	黉	14	0.000%	100.000%
6358	龆	14	0.000%	100.000%
6359	刂	13	0.000%	100.000%
6360	哜	13	0.000%	100.000%
6361	埴	13	0.000%	100.000%
6362	岜	13	0.000%	100.000%
6363	徂	13	0.000%	100.000%
6364	惝	13	0.000%	100.000%
6365	扌	13	0.000%	100.000%
6366	烀	13	0.000%	100.000%
6367	眢	13	0.000%	100.000%
6368	瞵	13	0.000%	100.000%
6369	筇	13	0.000%	100.000%
6370	簏	13	0.000%	100.000%
6371	芗	13	0.000%	100.000%
6372	蝽	13	0.000%	100.000%
6373	蟪	13	0.000%	100.000%
6374	郫	13	0.000%	100.000%
6375	钕	13	0.000%	100.000%
6376	钫	13	0.000%	100.000%
6377	镉	13	0.000%	100.000%
6378	镘	13	0.000%	100.000%
6379	颥	13	0.000%	100.000%
6380	黹	13	0.000%	100.000%
6381	坜	12	0.000%	100.000%
6382	埤	12	0.000%	100.000%
6383	廾	12	0.000%	100.000%
6384	彳	12	0.000%	100.000%
6385	楦	12	0.000%	100.000%
6386	氙	12	0.000%	100.000%
6387	澌	12	0.000%	100.000%
6388	畛	12	0.000%	100.000%
6389	疳	12	0.000%	100.000%
6390	瘅	12	0.000%	100.000%
6391	砉	12	0.000%	100.000%
6392	砹	12	0.000%	100.000%
6393	碡	12	0.000%	100.000%
6394	穸	12	0.000%	100.000%
6395	缵	12	0.000%	100.000%
6396	羟	12	0.000%	100.000%
6397	膦	12	0.000%	100.000%
6398	菪	12	0.000%	100.000%
6399	虼	12	0.000%	100.000%
6400	蛘	12	0.000%	100.000%
6401	螨	12	0.000%	100.000%
6402	裼	12	0.000%	100.000%
6403	讠	12	0.000%	100.000%
6404	迕	12	0.000%	100.000%
6405	钅	12	0.000%	100.000%
6406	铈	12	0.000%	100.000%
6407	锇	12	0.000%	100.000%
6408	锔	12	0.000%	100.000%
6409	锪	12	0.000%	100.000%
6410	镓	12	0.000%	100.000%
6411	镦	12	0.000%	100.000%
6412	镱	12	0.000%	100.000%
6413	霪	12	0.000%	100.000%
6414	骒	12	0.000%	100.000%
6415	鹁	12	0.000%	100.000%
6416	冁	11	0.000%	100.000%
6417	冖	11	0.000%	100.000%
6418	哿	11	0.000%	100.000%
6419	噍	11	0.000%	100.000%
6420	埝	11	0.000%	100.000%
6421	弪	11	0.000%	100.000%
6422	攉	11	0.000%	100.000%
6423	浞	11	0.000%	100.000%
6424	潴	11	0.000%	100.000%
6425	畀	11	0.000%	100.000%
6426	籴	11	0.000%	100.000%
6427	罱	11	0.000%	100.000%
6428	羰	11	0.000%	100.000%
6429	胨	11	0.000%	100.000%
6430	胩	11	0.000%	100.000%
6431	舴	11	0.000%	100.000%
6432	苊	11	0.000%	100.000%
6433	茆	11	0.000%	100.000%
6434	茛	11	0.000%	100.000%
6435	蒇	11	0.000%	100.000%
6436	虮	11	0.000%	100.000%
6437	蠊	11	0.000%	100.000%
6438	裒	11	0.000%	100.000%
6439	襞	11	0.000%	100.000%
6440	觇	11	0.000%	100.000%
6441	轺	11	0.000%	100.000%
6442	锿	11	0.000%	100.000%
6443	髹	11	0.000%	100.000%
6444	鸫	11	0.000%	100.000%
6445	哌	10	0.000%	100.000%
6446	垸	10	0.000%	100.000%
6447	埏	10	0.000%	100.000%
6448	墼	10	0.000%	100.000%
6449	帙	10	0.000%	100.000%
6450	悃	10	0.000%	100.000%
6451	揲	10	0.000%	100.000%
6452	晡	10	0.000%	100.000%
6453	榍	10	0.000%	100.000%
6454	榱	10	0.000%	100.000%
6455	殪	10	0.000%	100.000%
6456	淠	10	0.000%	100.000%
6457	漤	10	0.000%	100.000%
6458	疬	10	0.000%	100.000%
6459	砑	10	0.000%	100.000%
6460	缲	10	0.000%	100.000%
6461	罘	10	0.000%	100.000%
6462	苈	10	0.000%	100.000%
